Numero;Especie;Individuo;Hoja;Area;Biomasa_g;AreaSobreBiomas;Observación
360;Totumo;1;9;35.7584947911111;0.20130000000000003;177.63782807308044;
361;Totumo;1;10;95.4775151377778;0.498;191.721917947345;
362;Totumo;1;12;63.25084124;0.5489999999999999;115.21100408014573;
363;Totumo;1;13;49.6372483955556;0.32889999999999997;150.9189674538024;
364;Totumo;1;14;72.8709653688889;0.5758000000000001;126.55603572228011;
365;Totumo;1;15;49.1892923022222;0.21409999999999996;229.74914667081836;
366;Azuceno;1;1;25.3807377688889;0.1201000000000001;211.33003970765094;
367;Azuceno;1;2;37.7828635022222;0.22009999999999996;171.66226034630716;
368;Azuceno;1;3;28.9563578577778;0.16300000000000003;177.64636722563063;
369;Azuceno;1;4;28.0015210577778;0.1491;187.8036288248008;
370;Azuceno;1;5;24.6059006088889;0.13069999999999982;188.2624377114685;
371;Azuceno;1;6;42.5064382844445;0.24619999999999997;172.65003364924655;
372;Azuceno;1;7;39.20508288;0.22739999999999982;172.40581741424816;
373;Azuceno;1;8;36.8819334044444;0.20450000000000013;180.35175258897007;
374;Azuceno;1;9;33.0342708488889;0.17449999999999988;189.3081424005096;
375;Azuceno;1;10;30.3739894311111;0.15029999999999988;202.08908470466483;
376;Azuceno;1;11;32.7370671422222;0.17609999999999992;185.9004380591835;
377;Azuceno;1;12;27.3451782844444;0.13470000000000004;203.00800508125013;
378;Azuceno;1;15;32.3145590266667;0.2715000000000001;119.02231685696755;
379;Pero de agua;1;1;190.616536328889;2.1167;90.05363836580007;
380;Pero de agua;1;2;189.189800831111;2.4971;75.76380634780786;
381;Pero de agua;1;5;169.384607466667;1.1598;146.04639374604847;
382;Pero de agua;1;6;215.687453928889;1.6698;129.16963344645407;
383;Pero de agua;1;7;203.288267257778;1.8321;110.9591546628339;
384;Pero de agua;1;8;157.92097448;1.2606;125.27445222909726;
385;Pero de agua;1;9;184.543215142222;1.5340999999999998;120.29412368308587;
386;Pero de agua;1;10;187.065575688889;1.6326;114.58138900458715;
387;Pero de agua;1;11;137.987681013333;1.2114999999999998;113.89820966845483;
388;Pero de agua;1;12;181.714977071111;1.5371000000000001;118.21935922913994;
389;Pero de agua;1;13;114.112531631111;1.1947999999999999;95.5076428114421;
390;Pero de agua;1;14;146.434259102222;1.5240999999999998;96.07916744453908;
391;Pero de agua;1;15;139.178144582222;1.2893000000000001;107.94861132569764;
392;Churibio;1;2;24.6558646666667;0.2489999999999999;99.01953681392254;
393;Churibio;1;3;27.3043181511111;0.2855000000000001;95.63684115975865;
394;Churibio;1;4;29.9357824222222;0.2876000000000001;104.08825598825518;
395;Churibio;1;5;27.8117006488889;0.2865;97.07399877448132;
396;Churibio;1;6;29.83348872;0.2761999999999998;108.01407936278068;
397;Churibio;1;7;31.5388616533333;0.3061999999999998;103.00085451774434;
398;Churibio;1;8;34.2169924977778;0.3460000000000003;98.89304190109182;
399;Churibio;1;9;24.9421006533333;0.2235999999999998;111.54785623136547;
400;Churibio;1;10;28.35542716;0.26849999999999996;105.60680506517693;
401;Churibio;1;11;40.0655112666667;0.4062000000000001;98.6349366486132;
402;Churibio;1;12;27.0140678355556;0.28990000000000005;93.18409049863952;
403;Churibio;1;13;45.36313508;0.4600000000000002;98.61551104347822;
404;Churibio;1;15;28.39478192;0.2950999999999999;96.2208807861742;
405;Muli;1;1;13.0227696533333;0.10530000000000017;123.67302614751452;
406;Muli;1;2;15.8759539111111;0.12339999999999995;128.65440770754543;
407;Muli;1;3;11.42320296;0.09119999999999995;125.25441842105269;
408;Muli;1;4;8.66084289333333;0.06640000000000001;130.4343809236947;
409;Muli;1;5;15.3064926844444;0.10970000000000013;139.53047114352216;
410;Muli;1;6;14.1233409288889;0.09570000000000012;147.57932005108552;
411;Muli;1;7;11.5976828977778;0.11299999999999999;102.63436192723718;
412;Muli;1;8;9.78829583555556;0.0838000000000001;116.80543956510202;
413;Muli;1;9;10.00385096;0.0728000000000002;137.41553516483478;
414;Muli;1;11;10.3163234533333;0.09370000000000012;110.09950323728162;
415;Muli;1;12;17.0115071955556;0.16500000000000004;103.10004360942784;
416;Muli;1;14;9.55374433333333;0.06020000000000003;158.70007198228114;
417;Muli;1;15;14.0827675333333;0.11450000000000005;122.9936029112078;
418;Carbonero;1;1;20.0034008533333;0.19009999999999994;105.22567518849715;
419;Carbonero;1;2;34.85218836;0.4214;82.70571514000949;
420;Carbonero;1;3;19.0289942;0.14579999999999993;130.51436351165987;
421;Carbonero;1;4;28.5557851822222;0.2692999999999999;106.03707828526629;
422;Carbonero;1;5;20.44576556;0.24760000000000004;82.57578982229401;
423;Carbonero;1;6;19.6499248577778;0.27649999999999997;71.06663601366294;
424;Carbonero;1;7;28.0327037911111;0.3032999999999999;92.42566367000036;
425;Carbonero;1;8;9.55517802222222;0.11830000000000007;80.770735606274;
426;Carbonero;1;9;19.5689214355556;0.20359999999999978;96.11454536127515;
427;Carbonero;1;10;11.5123067244444;0.11380000000000012;101.16262499511764;
428;Carbonero;1;11;8.92994629777778;0.12670000000000003;70.48102839603614;
429;Carbonero;1;12;6.65776446222222;0.07820000000000005;85.13765296959355;
430;Carbonero;1;15;18.4303574044444;0.23239999999999994;79.30446387454563;
431;Franyipan;1;1;195.649071066667;1.5643999999999998;125.06332847524101;
432;Franyipan;1;2;193.797246813333;1.6517;117.33198935238421;
433;Franyipan;1;3;164.601893017778;1.5956;103.15987278627351;
434;Franyipan;1;5;65.8976459822222;0.5362;122.89751208918725;
435;Franyipan;1;6;104.769754617778;0.9265999999999999;113.06902074010146;
436;Franyipan;1;7;125.863260817778;1.1406;110.3482910904594;
437;Franyipan;1;8;62.1036033911111;0.5774999999999999;107.53870717075517;
438;Franyipan;1;9;95.0950786266667;0.9260999999999999;102.6833804412771;
439;Franyipan;1;10;83.1492960666667;0.8433999999999999;98.58820970674259;
440;Franyipan;1;11;119.0900844;1.1319000000000001;105.21254916512058;
441;Franyipan;1;13;102.172770564444;1.0241;99.76835325109266;
442;Franyipan;1;14;44.1043562355556;0.4120999999999999;107.02343177761614;
443;Franyipan;1;15;67.1364248666667;0.6905999999999999;97.21463201081193;
444;Abarco;1;1;11.5865718088889;0.10139999999999993;114.26599417050204;
445;Abarco;1;2;13.51545684;0.09820000000000007;137.63194338085532;
446;Abarco;1;4;13.3177511422222;0.09060000000000001;146.9950457198918;
447;Abarco;1;5;15.0492888977778;0.10709999999999997;140.51623620707565;
448;Abarco;1;6;14.2112260577778;0.0807;176.09945548671377;
449;Abarco;1;7;12.01481468;0.08279999999999998;145.10645748792274;
450;Abarco;1;9;10.0437791955556;0.05339999999999989;188.0857527257607;
451;Abarco;1;10;15.5913666666667;0.10899999999999999;143.04006116207984;
452;Abarco;1;11;12.2371798266667;0.07499999999999996;163.16239768888943;
453;Abarco;1;12;16.6611853155556;0.13569999999999993;122.77955280438916;
454;Abarco;1;13;10.9055695866667;0.06719999999999993;162.2852617063499;
455;Abarco;1;14;12.0388289688889;0.08020000000000005;150.11008689387648;
456;Abarco;1;15;9.88270424888889;0.05950000000000011;166.09586972922475;
457;Varasanta;1;1;269.628564684444;3.4345999999999997;78.50362915170442;
458;Varasanta;1;2;271.05042564;3.4574;78.3971844854515;
459;Varasanta;1;3;237.19020662222198;3.1886;74.38694305407451;
460;Varasanta;1;5;219.11153310222198;2.6839999999999993;81.6361896804106;
461;Varasanta;1;6;236.32476032444401;2.9522;80.05038964990312;
462;Varasanta;1;7;234.16849223555602;3.0516;76.73629972327828;
463;Varasanta;1;9;145.5564830800001;2.0472;71.10027504884725;
464;Varasanta;1;10;249.62595235999999;3.3959;73.50803980093642;
465;Varasanta;1;11;241.753136564444;2.952;81.89469395814498;
466;Varasanta;1;12;226.862557026666;2.8309999999999995;80.13513141175063;
467;Varasanta;1;13;370.773595368889;4.9282;75.2350950385311;
468;Varasanta;1;14;277.918225524445;3.3827;82.15869734958613;
469;Leucaena;1;1;86.1877846133333;0.6204000000000001;138.92292813238765;
470;Leucaena;1;2;89.0777429911111;0.6166000000000003;144.46601198688137;
471;Leucaena;1;4;97.2792319644445;0.7565999999999997;128.5741897494641;
472;Leucaena;1;6;64.2790829111111;0.4458;144.18816265390558;
473;Leucaena;1;7;43.6832818088889;0.31820000000000004;137.28246954396258;
474;Leucaena;1;8;55.1101406755556;0.34309999999999996;160.62413487483417;
475;Leucaena;1;9;65.0040993822222;0.41579999999999995;156.33501534925975;
476;Leucaena;1;10;47.1175401733333;0.365;129.08915115981728;
477;Guayacan Manizaleño;1;1;30.2278965333333;0.3180999999999998;95.02639589227701;
478;Guayacan Manizaleño;1;2;30.9396513822222;0.29689999999999994;104.20899758242575;
479;Guayacan Manizaleño;1;3;27.1765047866667;0.23760000000000003;114.37922890011237;
480;Guayacan Manizaleño;1;5;26.84123664;0.2922000000000001;91.85912607802871;
481;Guayacan Manizaleño;1;6;20.1864829244444;0.18920000000000003;106.69388437867018;
482;Guayacan Manizaleño;1;7;22.9901332311111;0.24359999999999993;94.37657319832145;
483;Guayacan Manizaleño;1;8;24.8495560355556;0.24659999999999993;100.7686781652701;
484;Guayacan Manizaleño;1;9;27.4183681022222;0.2742;99.99404851284537;
485;Guayacan Manizaleño;1;11;34.0606487244444;0.31169999999999987;109.27381688945914;
486;Guayacan Manizaleño;1;12;27.49929984;0.2533000000000001;108.56415254638765;
487;Guayacan Manizaleño;1;13;19.1194599688889;0.1524000000000001;125.45577407407407;
488;Guayacan Manizaleño;1;14;21.12640936;0.21879999999999988;96.55580146252291;
489;Guayacan Manizaleño;1;15;27.3491209288889;0.2954999999999999;92.55201667982712;
490;Ciruelo;1;3;164.435370053333;0.9211;178.52064928165564;
491;Ciruelo;1;4;81.6148188488889;0.43669999999999987;186.88989889830302;
492;Ciruelo;1;5;48.3638459244444;0.29089999999999994;166.25591586264835;
493;Ciruelo;1;6;88.9570263866667;0.4124000000000001;215.70568958939543;
494;Ciruelo;1;7;77.6229988755556;0.3813;203.57461021651088;
495;Ciruelo;1;8;62.78568088;0.3005;208.93737397670552;
496;Ciruelo;1;9;51.8462045511111;0.2450000000000001;211.61716143310645;
497;Ciruelo;1;10;161.794873542222;0.9945999999999999;162.6733094130525;
498;Ciruelo;1;11;45.4522388444445;0.21720000000000006;209.26445140167812;
499;Ciruelo;1;12;47.9227715377778;0.35030000000000006;136.8049430139246;
500;Ciruelo;1;13;148.177266368889;0.8149;181.83490780327526;
501;Ciruelo;1;14;132.796150177778;0.7609999999999999;174.50216843334826;
502;Ciruelo;1;15;29.1970025377778;0.2229;130.98700106674653;
503;Mamoncillo;1;1;252.24594712;2.5648;98.3491684029944;
504;Mamoncillo;1;2;172.468830688889;1.8519999999999999;93.12571851451891;
505;Mamoncillo;1;3;178.433621626667;2.0497000000000005;87.05353057845878;
506;Mamoncillo;1;4;221.756832471111;2.4522999999999997;90.42810115854954;
507;Mamoncillo;1;5;141.456849702222;1.7265999999999997;81.92797967231671;
508;Mamoncillo;1;6;204.958514813333;2.0633999999999997;99.33048115408212;
509;Mamoncillo;1;7;201.184328813333;2.6637999999999997;75.52531301649262;
510;Mamoncillo;1;8;111.634400386667;1.2518000000000002;89.17910240187489;
511;Mamoncillo;1;9;151.540270395556;1.7693;85.64984479486577;
512;Mamoncillo;1;10;170.270268777778;2.0156;84.4762198738728;
513;Mamoncillo;1;11;189.864924928889;2.5187999999999997;75.37911899670043;
514;Mamoncillo;1;13;128.952286897778;1.2402000000000002;103.9770092709063;
515;Mamoncillo;1;14;212.590184137778;2.6956999999999995;78.8627013902801;
516;Bucaro;1;1;208.404314373333;1.8355000000000001;113.5408958721509;
517;Bucaro;1;4;263.144204893333;1.8252999999999997;144.16490708011452;
518;Bucaro;1;5;201.736155666667;2.1616;93.32723707747364;
519;Bucaro;1;6;237.999237262222;1.9878;119.7299714569987;
520;Bucaro;1;7;163.500103106667;1.2489999999999999;130.90480633039795;
521;Bucaro;1;8;284.707029151111;2.5358;112.27503318523188;
522;Bucaro;1;9;257.894896395556;2.1323999999999996;120.94114443610768;
523;Bucaro;1;10;211.178574057778;1.8449000000000002;114.46613586523821;
524;Bucaro;1;11;272.155943142222;2.1432;126.98578907345183;
525;Bucaro;1;12;155.079904893333;1.5275999999999998;101.51865991969954;
526;Bucaro;1;13;175.744308008889;1.9866000000000001;88.46486862422681;
527;Bucaro;1;14;187.21962556;1.579;118.5684772387587;
528;Bucaro;1;15;112.240922471111;1.2714;88.28136107528;
529;Almendro;1;1;492.96202482666604;3.7019;133.1645978623588;
530;Almendro;1;3;156.5801169466666;1.2182;128.53399847862963;
531;Almendro;1;5;209.1461766888888;1.5805000000000002;132.32912160005617;
532;Almendro;1;6;251.862005235556;2.0265999999999997;124.27810383674925;
533;Almendro;1;7;212.7298971200001;1.8864;112.77030169635289;
534;Almendro;1;8;243.25478230666698;2.1461;113.34736606247004;
535;Almendro;1;9;252.35906517333302;2.1515999999999997;117.28902452748329;
536;Almendro;1;10;366.09152587999995;3.2762000000000002;111.74272812404612;
537;Almendro;1;12;128.4066249066667;0.9897;129.7429775756964;
538;Almendro;1;13;231.10957362222177;2.1254;108.73697827337055;
539;Almendro;1;14;334.67481452000004;2.9915000000000003;111.87525138559252;
540;Almendro;1;15;401.931024093333;3.4086999999999996;117.9132877910444;
541;Caracoli;1;1;328.331171293333;4.1478;79.15790811835986;
542;Caracoli;1;2;201.5643280533335;2.4768;81.38094640396217;
543;Caracoli;1;3;148.09948874666668;1.8508000000000002;80.01917481449463;
544;Caracoli;1;4;131.3094864844445;1.5503;84.69940429880958;
545;Caracoli;1;5;160.2782457511113;1.7936;89.36119856774717;
546;Caracoli;1;6;218.74751949333398;2.5213;86.75981418051559;
547;Caracoli;1;7;214.029034306667;2.4383;87.77797412404831;
548;Caracoli;1;8;212.0554181822226;2.6759;79.24639118884211;
549;Caracoli;1;11;276.307547742222;3.6103000000000005;76.53312681556159;
550;Caracoli;1;12;235.23228939111158;2.9352;80.14182658459784;
551;Caracoli;1;13;318.133127173333;3.9880999999999998;79.77059932632908;
552;Caracoli;1;14;295.152169551111;3.7782000000000004;78.1197844346808;
553;Caracoli;1;15;334.387861688889;4.2414;78.83902996390084;
554;Paco;1;1;1459.4219557022218;20.5796;70.91595345401377;
555;Paco;1;2;923.8297652399998;12.2985;75.11727163800461;
556;Paco;1;3;1211.419297586668;17.5956;68.84785387180136;
557;Cambulo;1;1;465.235413613334;2.5757000000000003;180.6248451346562;
558;Cambulo;1;2;362.8465144488887;2.4065;150.7776914393886;
559;Cambulo;1;3;333.469870693334;1.4304;233.13050244220778;
560;Cambulo;1;4;515.723341311111;2.9462999999999995;175.04101459834743;
561;Cambulo;1;5;437.65346160888896;2.8577999999999997;153.14348856074218;
562;Cambulo;1;6;623.0497933244451;2.8155;221.2927697831451;
563;Cambulo;1;7;738.141964573333;4.098800000000001;180.0873339936891;
564;Cambulo;1;8;398.162716217778;1.4394;276.6171434054314;
565;Cambulo;1;9;567.41951032;2.6973999999999996;210.35794109883594;
566;Cambulo;1;10;650.6789136933339;3.0496;213.36533109041642;
567;Cambulo;1;12;644.8344809377779;3.7375000000000003;172.53096479940544;
568;Cambulo;1;13;807.128349897778;4.7895;168.52037788866852;
569;Cambulo;1;15;466.18544755555604;2.5329000000000006;184.0520539916917;
570;Casco de vaca;1;1;123.213230275556;0.5641;218.42444650869703;
571;Casco de vaca;1;2;114.938694853333;0.5501999999999998;208.9034802859561;
572;Casco de vaca;1;4;110.877699391111;0.5194999999999999;213.43156764410207;
573;Casco de vaca;1;5;122.910578551111;0.5893000000000002;208.57047098440688;
574;Casco de vaca;1;6;130.478233666667;0.6723000000000001;194.077396499579;
575;Casco de vaca;1;7;139.910257813333;0.6945999999999999;201.4256519051728;
576;Casco de vaca;1;8;110.254188093333;0.5667;194.55476988412389;
577;Casco de vaca;1;9;126.944620662222;0.5364;236.6603666335235;
578;Casco de vaca;1;10;118.023993342222;0.5975999999999999;197.49664213892572;
579;Casco de vaca;1;11;131.011924355556;0.6266;209.08382437848067;
580;Casco de vaca;1;12;81.6776144222222;0.4096000000000002;199.40823833550334;
581;Casco de vaca;1;14;58.4504207333333;0.2638999999999998;221.4870054313503;
582;Casco de vaca;1;15;89.7068456755556;0.4282999999999999;209.4486240381873;
583;Arbol del pan;1;1;334.32879370666603;3.7901;88.21107456443525;
584;Arbol del pan;1;2;423.7443138;4.452;95.18066347708894;
585;Arbol del pan;1;3;561.752711617778;5.7777;97.2277396918805;
586;Arbol del pan;1;4;403.080842582223;4.617900000000001;87.28661135629245;
587;Arbol del pan;1;5;453.187767457777;4.641;97.64873248389938;
588;Arbol del pan;1;7;546.297832133334;7.2397;75.45862841462133;
589;Arbol del pan;1;8;577.251820404444;10.5954;54.48136176118353;
590;Arbol del pan;1;9;675.665171964444;7.5161;89.89571346369047;
591;Arbol del pan;1;11;763.159692315555;5.8524;130.40115035123284;
592;Arbol del pan;1;12;832.2337477155561;8.629299999999999;96.44278767867107;
593;Arbol del pan;1;13;846.660887320001;8.7812;96.41744719628309;
594;Arbol del pan;1;14;734.297671186667;9.4561;77.6533318372973;
595;Saman;1;1;224.758403528889;3.4071;65.96765681338647;
596;Saman;1;2;166.988554911111;2.5545;65.37034836997887;
597;Saman;1;3;168.075577826667;2.0826000000000002;80.70468540606309;
598;Saman;1;4;198.837236733333;2.7759;71.62982698704312;
599;Saman;1;5;190.321769893333;2.4509;77.65382916207638;
600;Saman;1;7;137.749832026667;1.949;70.67718421070651;
601;Saman;1;8;336.328789706667;4.335800000000001;77.57018075249479;
602;Saman;1;10;216.178635742222;3.0405;71.099699306766;
603;Saman;1;11;377.862398395556;5.5323;68.3011402844307;
604;Saman;1;12;155.269295195556;1.8557;83.6715499248564;
605;Saman;1;13;173.6802978;2.0092;86.44251333864226;
606;Saman;1;14;255.073826768889;3.338;76.41516679715069;
607;Saman;1;15;225.206502991111;2.593;86.8517173124223;
608;Tulipan afrincano;1;1;435.662067742222;4.6898;92.89566031434646;
609;Tulipan afrincano;1;2;523.816730142222;4.2151000000000005;124.27148350981517;
610;Tulipan afrincano;1;3;548.176824791111;3.7028;148.0438653967568;
611;Tulipan afrincano;1;4;421.143960577778;3.1986999999999997;131.66097495162973;
612;Tulipan afrincano;1;6;345.58282137777803;3.085;112.02036349360715;
613;Tulipan afrincano;1;8;669.90575696;6.244800000000001;107.27417322572379;
614;Tulipan afrincano;1;9;429.48967865333407;3.1175999999999995;137.76291976306587;
615;Tulipan afrincano;1;10;152.78392382222188;1.4657000000000002;104.2395604982069;
616;Tulipan afrincano;1;11;703.484041057778;7.2695;96.77199821965445;
617;Tulipan afrincano;1;12;469.98192741777797;4.7271;99.42288663615705;
618;Tulipan afrincano;1;13;524.346119764444;4.560300000000001;114.980619644419;
619;Tulipan afrincano;1;14;355.532120475556;3.1982999999999997;111.16284290890661;
620;Tulipan afrincano;1;15;192.22341483555527;1.5773000000000001;121.86864568284743;
621;Velero;1;1;237.92920156;1.0066000000000002;236.36916507053442;
622;Velero;1;2;280.383668622222;1.4054000000000002;199.5045315370869;
623;Velero;1;3;228.012232146667;1.0207000000000002;223.38809850756047;
624;Velero;1;4;207.180302484444;1.0052999999999999;206.08803589420475;
625;Velero;1;5;199.601894702222;0.9993999999999998;199.72172773886535;
626;Velero;1;7;233.925123546667;1.2183000000000002;192.0094587102249;
627;Velero;1;8;207.703885666667;1.0835000000000001;191.69717181972032;
628;Velero;1;9;225.074245191111;1.1858000000000002;189.8079315155262;
629;Velero;1;11;161.548064;0.6483000000000001;249.18720345519048;
630;Velero;1;12;233.103834866667;1.3779000000000001;169.17325993661876;
631;Velero;1;13;214.034482324444;0.9023999999999999;237.18360186662682;
632;Velero;1;14;158.973445493333;0.6417000000000002;247.73795464131675;
633;Velero;1;15;58.6096318844445;0.34739999999999993;168.70936063455528;
634;Ariza;1;1;526.523104657778;7.7961;67.536730500863;
635;Ariza;1;2;454.6990906;6.3151;72.00188288388148;
636;Ariza;1;3;253.583292115555;3.3974;74.64039916275829;
637;Ariza;1;4;567.845387604444;7.5280000000000005;75.43110887412911;
638;Ariza;1;5;707.6243912;9.335899999999999;75.79605514197883;
639;Ariza;1;6;997.106464564444;12.8982;77.30586163685197;
640;Ariza;1;7;1079.1721785688892;15.023299999999999;71.83323095251305;
641;Ariza;1;8;750.382800306667;10.478100000000001;71.61439576895305;
642;Ariza;1;9;791.610101364444;10.993599999999999;72.00644933092381;
643;Ariza;1;12;851.561235942222;9.7419;87.41223333664091;
644;Ariza;1;13;766.395958244444;8.6194;88.91523287519364;
645;Ariza;1;14;826.734188822222;9.586300000000001;86.24121807394113;
646;Ariza;1;15;1055.37143764;14.4211;73.18245055092886;
647;Manzano de monte;;1;162.850283617778;1.6825;96.790658911012;Repetición
648;Manzano de monte;;2;211.925239231111;2.3987;88.350039284242;Repetición
649;Manzano de monte;;3;214.884444782222;2.9117;73.800338215552;Repetición
650;Manzano de monte;;4;127.150211648889;1.4165;89.763651005216;Repetición
651;Manzano de monte;;5;236.92597776;2.2542;105.104239978706;Repetición
652;Manzano de monte;;6;66.1840970222222;0.5804;114.031869438701;Repetición
653;Manzano de monte;;7;189.678903795556;1.6722;113.430752180096;Repetición
654;Manzano de monte;;8;245.025388084444;2.31;106.071596573352;Repetición
655;Manzano de monte;;9;345.9251146;4.8457;71.388058402295;Repetición
656;Manzano de monte;;10;133.399518146667;1.3096;101.862796385665;Repetición
657;Manzano de monte;;11;52.1234799822222;0.6309;82.617657286769;Repetición
658;Manzano de monte;;12;155.083847537778;1.9789;78.368713698407;Repetición
659;Manzano de monte;;13;44.53152384;0.4098;108.666480819912;Repetición
660;Manzano de monte;;14;56.8580941688889;0.5815;97.778321872552;Repetición
661;Manzano de monte;;15;93.1951541111111;0.9148;101.874895180489;Repetición
662;Pero de agua;;1;221.356188111111;1.7211;128.613205572663;Repetición
663;Pero de agua;;2;150.703211137778;2.2207;67.862931119817;Repetición
664;Pero de agua;;3;234.375588595556;3.1497;74.412035621029;Repetición
665;Pero de agua;;4;130.13651392;1.331;97.773489045830;Repetición
666;Pero de agua;;5;220.711529902222;3.0762;71.748108023608;Repetición
667;Pero de agua;;6;189.264854444444;2.7032;70.015113363585;Repetición
668;Pero de agua;;7;238.380096715556;3.0494;78.172787012382;Repetición
669;Pero de agua;;8;222.980127515556;2.5815;86.376187300235;Repetición
670;Pero de agua;;9;154.849797826667;1.8257;84.816671866499;Repetición
671;Pero de agua;;10;79.42693792;0.8829;89.961420228792;Repetición
672;Pero de agua;;11;121.753448248889;1.42;85.741864964006;Repetición
673;Pero de agua;;12;62.8040320977778;0.4997;125.683474280124;Repetición
674;Pero de agua;;13;74.8883806888889;0.8031;93.249135461199;Repetición
675;Pero de agua;;14;120.634095648889;1.2193;98.937173500278;Repetición
676;Pero de agua;;15;106.486095271111;1.0623;100.241076222452;Repetición
677;Cerezo;;1;13.0339524266667;0.065;200.522345025642;Repetición
678;Cerezo;;2;10.6204088666667;0.0668;158.988156686627;Repetición
679;Cerezo;;3;6.26901972;0.0477;131.425989937107;Repetición
680;Cerezo;;4;6.81719066666667;0.0283;240.890129564193;Repetición
681;Cerezo;;5;11.6095108311111;0.0542;214.197616810168;Repetición
682;Cerezo;;6;8.88284961777778;0.0511;173.832673537726;Repetición
683;Cerezo;;7;9.84664697333333;0.0429;229.525570473970;Repetición
684;Cerezo;;8;4.87927339555556;0.0268;182.062440132670;Repetición
685;Cerezo;;9;7.83131050222222;0.0325;240.963400068376;Repetición
686;Cerezo;;10;8.40629143111111;0.0319;263.520107558342;Repetición
687;Cerezo;;11;4.65411255555556;0.0251;185.422810978309;Repetición
688;Cerezo;;12;3.92622870666667;0.0227;172.961617033774;Repetición
689;Cerezo;;13;6.22070440444444;0.0366;169.964601214329;Repetición
690;Cerezo;;14;4.19705253777778;0.0219;191.646234601725;Repetición
691;Cerezo;;15;4.80106566666667;0.0109;440.464740061162;Repetición
692;Jabuticaba;;1;6.86228018222222;0.0337;203.628492054072;Repetición
693;Jabuticaba;;2;7.96120271555556;0.0307;259.322564024611;Repetición
694;Jabuticaba;;3;5.31418292;0.0276;192.542859420290;Repetición
695;Jabuticaba;;4;7.28808578222222;0.0365;199.673583074581;Repetición
696;Jabuticaba;;5;6.65403687111111;0.0334;199.222660811710;Repetición
697;Jabuticaba;;6;7.02543397777778;0.0207;339.392945786366;Repetición
698;Jabuticaba;;7;6.53518406222222;0.0352;185.658638131313;Repetición
699;Jabuticaba;;8;5.56385984;0.0223;249.500441255605;Repetición
700;Jabuticaba;;9;4.48278673333333;0.0152;294.920179824561;Repetición
701;Jabuticaba;;10;5.81962993777778;0.0195;298.442560911681;Repetición
702;Jabuticaba;;11;6.39274707111111;0.0241;265.259214568926;Repetición
703;Jabuticaba;;12;5.05819776888889;0.0213;237.474073656755;Repetición
704;Jabuticaba;;13;5.29934424;0.012;441.612020000000;Repetición
705;Jabuticaba;;14;1.98236162666667;0.0085;233.219014901961;Repetición
706;Jabuticaba;;15;4.65267886666667;0.0134;347.214840796020;Repetición
707;Falso pimiento;;1;17.5737282933333;0.1483;118.501202247696;Repetición
708;Falso pimiento;;2;48.3416954311111;0.3962;122.013365550508;Repetición
709;Falso pimiento;;3;44.47926588;0.3263;136.314023536623;Repetición
710;Falso pimiento;;4;54.4151599866667;0.5673;95.919548716141;Repetición
711;Falso pimiento;;5;32.5278919333333;0.3822;85.106990929705;Repetición
712;Falso pimiento;;6;53.3548036844445;0.4299;124.109801545579;Repetición
713;Falso pimiento;;7;27.0446770933333;0.2797;96.691730759147;Repetición
714;Falso pimiento;;8;34.0887490266667;0.3099;109.999190147359;Repetición
715;Falso pimiento;;9;38.5252992933333;0.366;105.260380582878;Repetición
716;Falso pimiento;;10;83.4627721422222;0.8319;100.327890542400;Repetición
717;Falso pimiento;;11;58.8812442444444;0.1331;442.383502963519;Repetición
718;Falso pimiento;;12;53.0803239466667;0.5544;95.743730062530;Repetición
719;Falso pimiento;;13;15.1260629377778;0.1193;126.790133594114;Repetición
720;Falso pimiento;;14;18.8635465022222;0.1959;96.291712619817;Repetición
721;Falso pimiento;;15;74.1960523244445;0.6406;115.822747930759;Repetición
